Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.981076804474794173e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997794124723782e+00,-9.084026913591133554e-03,9.962097748643323314e+00,0.000000000000000000e+00
2.000000000000000042e-03,9.999986825640668542e+00,-1.675261222517763007e-02,9.943063302640224421e+00,0.000000000000000000e+00
3.000000000000000062e-03,9.999968510063723670e+00,-2.300542880635395721e-02,9.923973945162780197e+00,0.000000000000000000e+00
4.000000000000000083e-03,9.999944263173993875e+00,-2.784242659307761825e-02,9.904830161797491428e+00,0.000000000000000000e+00
5.000000000000000104e-03,9.999915500801636270e+00,-3.126355555135366948e-02,9.885632443402439407e+00,0.000000000000000000e+00
6.000000000000000125e-03,9.999883638826839061e+00,-3.326876567840321430e-02,9.866381284542132590e+00,0.000000000000000000e+00
7.000000000000000146e-03,9.999850093179782462e+00,-3.385800700374640149e-02,9.847077181976183979e+00,0.000000000000000000e+00
8.000000000000000167e-03,9.999816279840612054e+00,-3.303122959025000388e-02,9.827720633199318101e+00,0.000000000000000000e+00
9.000000000000001055e-03,9.999783614839403256e+00,-3.078838353508605435e-02,9.808312135029028767e+00,0.000000000000000000e+00
1.000000000000000194e-02,9.999753514256124021e+00,-2.712941897076591100e-02,9.788852182245666000e+00,0.000000000000000000e+00
1.100000000000000283e-02,9.999727394220604637e+00,-2.205428606625474408e-02,9.769341266276313718e+00,0.000000000000000000e+00
1.200000000000000372e-02,9.999706670912496875e+00,-1.556293502821820898e-02,9.749779873928815732e+00,0.000000000000000000e+00
1.300000000000000461e-02,9.999692760561234905e+00,-7.655316102410875470e-03,9.730168486162710906e+00,0.000000000000000000e+00
1.400000000000000550e-02,9.999687079446001547e+00,1.668620424752671402e-03,9.710507576919107819e+00,0.000000000000000000e+00
1.500000000000000638e-02,9.999691043895682085e+00,1.240892422435879716e-02,9.690797611979075299e+00,0.000000000000000000e+00
1.600000000000000727e-02,9.999706070288821635e+00,2.456564492285875229e-02,9.671039047871108352e+00,0.000000000000000000e+00
1.700000000000000816e-02,9.999733575053582513e+00,3.813883209963189053e-02,9.651232330824182526e+00,0.000000000000000000e+00
1.800000000000000905e-02,9.999774974667696270e+00,5.312853528421532245e-02,9.631377895738527428e+00,0.000000000000000000e+00
1.900000000000000994e-02,9.999831685658410407e+00,6.953480395315768392e-02,9.611476165235123048e+00,0.000000000000000000e+00
2.000000000000001082e-02,9.999905124602436857e+00,8.735768752643163770e-02,9.591527548704956274e+00,0.000000000000000000e+00
2.100000000000001171e-02,9.999996708125893363e+00,1.065972353634241920e-01,9.571532441419453363e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.000010785290424309e+01,1.272534967584707521e-01,9.551491223679503761e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.000023997566222889e+01,1.493265209358971279e-01,9.531404259970310378e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.000039449317379869e+01,1.728163570445032104e-01,9.511271898197103170e+00,0.000000000000000000e+00
2.500000000000001527e-02,1.000057282226203093e+01,1.977230541514698181e-01,9.491094468921621896e+00,0.000000000000000000e+00
2.600000000000001615e-02,1.000077637979905276e+01,2.240466612358247844e-01,9.470872284646581818e+00,0.000000000000000000e+00
2.700000000000001704e-02,1.000100658270594600e+01,2.517872271812484075e-01,9.450605639123605073e+00,0.000000000000000000e+00
2.800000000000001793e-02,1.000126484795265647e+01,2.809448007682890380e-01,9.430294806740889157e+00,0.000000000000000000e+00
2.900000000000001882e-02,1.000155259255788387e+01,3.115194306659962997e-01,9.409940041849434778e+00,0.000000000000000000e+00
3.000000000000001971e-02,1.000187123358896812e+01,3.435111654228943379e-01,9.389541578227715846e+00,0.000000000000000000e+00
3.100000000000002059e-02,1.000222218816176856e+01,3.769200534573179384e-01,9.369099628503736454e+00,0.000000000000000000e+00
3.200000000000002148e-02,1.000260687344053245e+01,4.117461430470510386e-01,9.348614383655105442e+00,0.000000000000000000e+00
3.300000000000002237e-02,1.000302670663774940e+01,4.479894823183738772e-01,9.328086012523256088e+00,0.000000000000000000e+00
3.400000000000002326e-02,1.000348310501399673e+01,4.856501192344571116e-01,9.307514661313424753e+00,0.000000000000000000e+00
3.500000000000002415e-02,1.000397748587777791e+01,5.247281015830013162e-01,9.286900453227096008e+00,0.000000000000000000e+00
3.600000000000002504e-02,1.000451126658533951e+01,5.652234769631799827e-01,9.266243488058638178e+00,0.000000000000000000e+00
3.700000000000002592e-02,1.000508586454047943e+01,6.071362927719254898e-01,9.245543841769746862e+00,0.000000000000000000e+00
3.800000000000002681e-02,1.000570269719434791e+01,6.504665961894816606e-01,9.224801566222478044e+00,0.000000000000000000e+00
3.900000000000002770e-02,1.000636318204521835e+01,6.952144341643267111e-01,9.204016688879077535e+00,0.000000000000000000e+00
4.000000000000002859e-02,1.000706873663825824e+01,7.413798533973291471e-01,9.183189212512514743e+00,0.000000000000000000e+00
4.100000000000002948e-02,1.000782077856527508e+01,7.889629003252107697e-01,9.162319114945315590e+00,0.000000000000000000e+00
4.200000000000003036e-02,1.000862072546444992e+01,8.379636211033126836e-01,9.141406348835982243e+00,0.000000000000000000e+00
4.300000000000003125e-02,1.000946999502004964e+01,8.883820615876759641e-01,9.120450841524448293e+00,0.000000000000000000e+00
4.400000000000003214e-02,1.001037000496212670e+01,9.402182673162964299e-01,9.099452474974293992e+00,0.000000000000000000e+00
4.500000000000003303e-02,1.001132215665858460e+01,9.928159467952479833e-01,9.078411274752673066e+00,0.000000000000000000e+00
4.600000000000003392e-02,1.001232692991267470e+01,1.045518780166998507e+00,9.057327358156431529e+00,0.000000000000000000e+00
4.700000000000003481e-02,1.001338442987887944e+01,1.098326769991945673e+00,9.036200849777873856e+00,0.000000000000000000e+00
4.800000000000003569e-02,1.001449476171419306e+01,1.151239918618332858e+00,9.015031881259591984e+00,0.000000000000000000e+00
4.900000000000003658e-02,1.001565803057791015e+01,1.204258228179805768e+00,8.993820591316112001e+00,0.000000000000000000e+00
5.000000000000003747e-02,1.001687434163140900e+01,1.257381700592847595e+00,8.972694550892104104e+00,0.000000000000000000e+00
5.100000000000003836e-02,1.001814380003858140e+01,1.310610367285311328e+00,8.951779717911277245e+00,0.000000000000000000e+00
5.200000000000003925e-02,1.001946651100703534e+01,1.363944262164212162e+00,8.931074004736801797e+00,0.000000000000000000e+00
