Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.997094406293932423e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997794124711348e+00,-9.084026841235581448e-03,9.994075024069307034e+00,0.000000000000000000e+00
2.000000000000000042e-03,9.999986825640771571e+00,-1.675261160005115171e-02,9.990940298041463663e+00,0.000000000000000000e+00
3.000000000000000062e-03,9.999968510064670468e+00,-2.300542661614312853e-02,9.987688901898566840e+00,0.000000000000000000e+00
4.000000000000000083e-03,9.999944263177647841e+00,-2.784242126244583157e-02,9.984319533134527802e+00,0.000000000000000000e+00
5.000000000000000104e-03,9.999915500811569657e+00,-3.126354491068476099e-02,9.980830877987129313e+00,0.000000000000000000e+00
6.000000000000000125e-03,9.999883638848929834e+00,-3.326874693168931779e-02,9.977221846116794524e+00,0.000000000000000000e+00
7.000000000000000146e-03,9.999850093222852010e+00,-3.385797669510212660e-02,9.973491351091386292e+00,0.000000000000000000e+00
8.000000000000000167e-03,9.999816279917093098e+00,-3.303118356873654266e-02,9.969638258254716945e+00,0.000000000000000000e+00
9.000000000000001055e-03,9.999783614966039735e+00,-3.078831691779615812e-02,9.965661668550886532e+00,0.000000000000000000e+00
1.000000000000000194e-02,9.999753514454715386e+00,-2.712932610413928622e-02,9.961560662769233687e+00,0.000000000000000000e+00
1.100000000000000283e-02,9.999727394518782120e+00,-2.205416048574779936e-02,9.957334227037497598e+00,0.000000000000000000e+00
1.200000000000000372e-02,9.999706671344545938e+00,-1.556276941653982407e-02,9.952981616943485932e+00,0.000000000000000000e+00
1.300000000000000461e-02,9.999692761168958555e+00,-7.655102246650436620e-03,9.948502040861072260e+00,0.000000000000000000e+00
1.400000000000000550e-02,9.999687080279624496e+00,1.668891676708450164e-03,9.943894548554249369e+00,0.000000000000000000e+00
1.500000000000000638e-02,9.999691045014799329e+00,1.240926300770795257e-02,9.939158526293015328e+00,0.000000000000000000e+00
1.600000000000000727e-02,9.999706071763391435e+00,2.456606239960704152e-02,9.934293281053049540e+00,0.000000000000000000e+00
1.700000000000000816e-02,9.999733576964963788e+00,3.813934050166828404e-02,9.929297909731436889e+00,0.000000000000000000e+00
1.800000000000000905e-02,9.999774977109726848e+00,5.312914795524434353e-02,9.924171836811719771e+00,0.000000000000000000e+00
1.900000000000000994e-02,9.999831688738527902e+00,6.953553538899978625e-02,9.918914493813502986e+00,0.000000000000000000e+00
2.000000000000001082e-02,9.999905128442838631e+00,8.735855341324900991e-02,9.913525025583693306e+00,0.000000000000000000e+00
2.100000000000001171e-02,9.999996712864735571e+00,1.065982526133983366e-01,9.908002821164469509e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.000010785869687346e+01,1.272546835424905043e-01,9.902347411889712347e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.000023998268244974e+01,1.493278967128567059e-01,9.896558024895711014e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.000039450161516363e+01,1.728179425868878460e-01,9.890634083082510131e+00,0.000000000000000000e+00
