Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997797171102931e+00,-8.962182445876416478e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,9.999987008914887454e+00,-1.626524365135640499e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000062e-03,9.999969294423717514e+00,-2.190887041237626551e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-03,9.999946313140251064e+00,-2.589302655990795288e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,9.999919724543312682e+00,-2.821767592637682703e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000125e-03,9.999891188147898902e+00,-2.888278234607666653e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000146e-03,9.999862363505165774e+00,-2.788830965434107440e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-03,9.999834910202439531e+00,-2.523422168593386292e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000001055e-03,9.999810487863207698e+00,-2.092048227317459819e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000194e-02,9.999790756147129756e+00,-1.494705524438602780e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000283e-02,9.999777374750037140e+00,-7.313904423342370252e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000372e-02,9.999772003403936793e+00,1.979006369483196810e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000461e-02,9.999776301877016493e+00,1.293171331292429505e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000550e-02,9.999791929973641302e+00,2.554425257734891860e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000638e-02,9.999820547534341131e+00,3.981666031214274593e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000727e-02,9.999863814435785869e+00,5.574897262735915154e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000816e-02,9.999923390590740979e+00,7.334122556838490459e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000905e-02,1.000000093594799289e+01,9.259345508248520429e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000994e-02,1.000009811049224417e+01,1.135056969761290002e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000001082e-02,1.000021657424395904e+01,1.360779868621097843e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000001171e-02,1.000035798725915370e+01,1.603103600956745090e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.000052400962912458e+01,1.862028516991825200e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.000071630148009127e+01,2.137554962752615528e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.000093650305573867e+01,2.421716222487302062e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000001527e-02,1.000118513592335923e+01,2.706545359543935936e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000001615e-02,1.000146226687087037e+01,2.992042382168456638e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000001704e-02,1.000176796268693558e+01,3.278207295229553231e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000001793e-02,1.000210229016063046e+01,3.565040100204749374e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000001882e-02,1.000246531608110168e+01,3.852540795207942681e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000001971e-02,1.000285710723723476e+01,4.140709375066230491e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000002059e-02,1.000327773041732549e+01,4.429545831454297922e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000002148e-02,1.000372725240877259e+01,4.719050153094884181e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000002237e-02,1.000420573999778462e+01,5.009222326033803130e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000002326e-02,1.000471325996912419e+01,5.300062333997548336e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000002415e-02,1.000524987910588237e+01,5.591570158840626359e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000002504e-02,1.000581566418930635e+01,5.883745781088304261e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000002592e-02,1.000641068199867689e+01,6.176589180578404559e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000002681e-02,1.000703499931126039e+01,6.470100337203107399e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000002770e-02,1.000768868290233016e+01,6.764279231748425714e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000002859e-02,1.000837179954527478e+01,7.059125846825263784e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000002948e-02,1.000908441601180421e+01,7.354640167881831836e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000003036e-02,1.000982659907226058e+01,7.650822184272487725e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.300000000000003125e-02,1.001059841549602858e+01,7.947671890378804616e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000003214e-02,1.001139993205206657e+01,8.245189286810351570e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000003303e-02,1.001223121550955497e+01,8.543374381541348761e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000003392e-02,1.001309233263865828e+01,8.842227191040805678e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000003481e-02,1.001398335021139729e+01,9.141747741356793799e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000003569e-02,1.001490433500262967e+01,9.441936069126534159e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000003658e-02,1.001585535379112990e+01,9.742792222490295195e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000003747e-02,1.001683647336076177e+01,1.004431626189078441e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000003836e-02,1.001784776050171111e+01,1.034650824351386555e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000003925e-02,1.001888928200852469e+01,1.064936817932608637e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000004013e-02,1.001996110467679912e+01,1.095289607724391434e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000004102e-02,1.002106329530292506e+01,1.125709194509638467e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000004191e-02,1.002219592068406939e+01,1.156195579062335055e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000004280e-02,1.002335904761817531e+01,1.186748762147383562e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000004369e-02,1.002455274290394449e+01,1.217368744520447743e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000004458e-02,1.002577707334083534e+01,1.248055526927806191e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000004546e-02,1.002703210572904879e+01,1.278809110106212232e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000004635e-02,1.002831790686952118e+01,1.309629494782762915e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000004724e-02,1.002963454356391360e+01,1.340516681674773336e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000004813e-02,1.003098208261460123e+01,1.371470671489656512e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000004208e-02,1.003236059082466625e+01,1.402491464924811027e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000004297e-02,1.003377013499788362e+01,1.433579062667512005e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000004385e-02,1.003521078193871574e+01,1.464733465394807199e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.600000000000004474e-02,1.003668259845229827e+01,1.495954673773418619e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000004563e-02,1.003818565134442942e+01,1.527242688459647502e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000004652e-02,1.003972000742156467e+01,1.558597510099283490e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000004741e-02,1.004128573349080256e+01,1.590019139327517372e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000004829e-02,1.004288289635987219e+01,1.621507576768857151e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000004918e-02,1.004451156283712443e+01,1.653062823037048101e+00,0.000000000000000000e+00,0.000000000000000000e+00
